Country / Territory,Year,Event Name,Disaster Internal Displacements (Raw),Hazard Category,Hazard Type,Hazard Sub Type,locality,Longtitude,Latitude
Malaysia,2023,Malaysia: Flood - Pahang (Rompin) - 01/03/2023,3324,Weather related,Flood,Flood,Rompin,103.4833,2.8167
Malaysia,2023,Malaysia: Flood - Johor (Batu Pahat) - 01/03/2023,46540,Weather related,Flood,Flood,Batu Pahat,102.9288,1.8494
Malaysia,2023,Malaysia: Flood - Johor (Muar) - 01/03/2023,5760,Weather related,Flood,Flood,Muar,102.5689,2.0442
Malaysia,2023,Malaysia: Flood - Pahang (Bera) - 02/03/2023,29,Weather related,Flood,Flood,Bera,102.5167,3.2667
Malaysia,2023,Malaysia: Flood - Pahang (Jerantut) - 01/03/2023,106,Weather related,Flood,Flood,Jerantut,102.3626,3.936
Malaysia,2023,Malaysia: Flood - Pahang (Maran) - 01/03/2023,614,Weather related,Flood,Flood,Maran,102.7667,3.5833
Malaysia,2023,Malaysia: Flood - Pahang (Raub) - 01/03/2023,80,Weather related,Flood,Flood,Raub,101.8569,3.7915
Malaysia,2023,Malaysia: Flood - Pahang (Pekan) - 01/03/2023,106,Weather related,Flood,Flood,Pekan,103.3996,3.49
Malaysia,2023,Malaysia: Flood - Pahang (Temerloh) - 03/03/2023,306,Weather related,Flood,Flood,Temerloh,102.4176,3.4484
Malaysia,2023,Malaysia: Flood - Johor (Johor Bahru) - 28/02/2023,560,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2023,Malaysia: Flood - Johor (Kluang) - 28/02/2023,327,Weather related,Flood,Flood,Kluang,103.3328,2.0251
Malaysia,2023,Malaysia: Flood - Kedah (Bandar Baharu) - 03/02/2023,35,Weather related,Flood,Flood,Bandar Baharu,100.55,5.1333
Malaysia,2023,"Malaysia: Flood - Perak (Larut, Matang & Selama) - 03/02/2023",2,Weather related,Flood,Flood,Larut,100.75,4.85
Malaysia,2023,Malaysia: Flood - Perak (Muallim) - 14/02/2023,277,Weather related,Flood,Flood,Muallim,101.5303,3.8055
Malaysia,2023,Malaysia: Flood - Pulau Pinang (Seberang Perai Selatan) - 03/02/2023,51,Weather related,Flood,Flood,Seberang Perai Selatan,100.495,5.2
Malaysia,2023,Malaysia: Flood - Perak (Larut) - 11/03/2023,195,Weather related,Flood,Flood,Larut,100.75,4.85
Malaysia,2023,Malaysia: Storm - Selangor (Sepang) - 11/04/2023,10,Weather related,Storm,Storm,Sepang,101.7501,2.6953
Malaysia,2023,Malaysia: Flood - Selangor (Kuala Selangor) - 04/03/2023,30,Weather related,Flood,Flood,Kuala Selangor,101.2505,3.3361
Malaysia,2023,Malaysia: Flood - Selangor (Shah Alam) - 04/03/2023,82,Weather related,Flood,Flood,Shah Alam,101.5183,3.0738
Malaysia,2023,Malaysia: Flood - Perak (Kinta) - 03/05/2023,13,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2023,Malaysia: Flood - Johor (Tangkak) - 13/07/2023,21,Weather related,Flood,Flood,Tangkak,102.5401,2.2683
Malaysia,2023,Malaysia: Flood - Melaka (Jasin) - 13/07/2023,44,Weather related,Flood,Flood,Jasin,102.4316,2.3115
Malaysia,2023,Malaysia: Flood - Johor (Tangkak) - 31/07/2023,28,Weather related,Flood,Flood,Tangkak,102.5401,2.2683
Malaysia,2023,Malaysia: Flood - Pahang (Maran) - 11/08/2023,6,Weather related,Flood,Flood,Maran,102.7667,3.5833
Malaysia,2023,Malaysia: Floods - Melaka (Melaka Tengah) - 14/08/2023,28,Weather related,Flood,Flood,Melaka Tengah,102.2341,2.2289
Malaysia,2023,Malaysia: Flood - Pahang (Maran) - 27/08/2023,242,Weather related,Flood,Flood,Maran,102.7667,3.5833
Malaysia,2023,Malaysia: Storm - Selangor (Hulu Langat) - 29/08/2023,29,Weather related,Storm,Storm,Hulu Langat,101.7963,3.1114
Malaysia,2023,Malaysia: Flood - Pahang (Jerantut and Raub) - 07/09/2023,69,Weather related,Flood,Flood,Jerantut And Raub,102.3626,3.936
Malaysia,2023,Malaysia: Flood - Perak (Muallim) - 09/09/2023,499,Weather related,Flood,Flood,Muallim,101.5303,3.8055
Malaysia,2023,Malaysia: Flood - Malacca (Alor Gajah) - 20/09/2023,41,Weather related,Flood,Flood,Alor Gajah,102.2,2.3833
Malaysia,2023,Malaysia: Flood - Pahang (Maran) - 20/09/2023,126,Weather related,Flood,Flood,Maran,102.7667,3.5833
Malaysia,2023,Malaysia: Flood - Perak (4 Districs) - 22/09/2023,161,Weather related,Flood,Flood,4 Districs,101.0772,4.3879
Malaysia,2023,Malaysia: Flash flood - Kedah (Baling) - 22/09/2023,102,Weather related,Flood,Flood,Baling,100.9169,5.6766
Malaysia,2023,Malaysia: Storm - Selangor (Hulu Langat) - 22/09/2023,42,Weather related,Flood,Flood,Hulu Langat,101.7963,3.1114
Malaysia,2023,"Malaysia: Flood - Kedah (Kubang Pasu, Baling and Kota Setar) - 26/09/2023",1856,Weather related,Flood,Flood,Kubang Pasu,100.419,6.2629
Malaysia,2023,Malaysia: Flood - Perlis (Arau) - 27/09/2023,47,Weather related,Flood,Flood,Arau,100.2667,6.4333
Malaysia,2023,"Malaysia: Floods - Kelantan (Bachok, Kota Bharu) - 06/10/2023",43,Weather related,Flood,Flood,Bachok,102.4,6.0667
Malaysia,2023,Malaysia: Flood - Selangor (Petaling) - 11/10/2023,13,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2023,Malaysia: Landslide - Pahang (Cameron Highlands) - 13/10/2023,124,Weather related,Mass Movement,Landslide/Wet mass movement,Cameron Highlands,101.3801,4.4716
Malaysia,2023,Malaysia: Flood - Perak (Batang Padang) - 21/10/2023,54,Weather related,Flood,Flood,Batang Padang,101.25,4.1667
Malaysia,2023,Malaysia: Flood - Kedah (Pendang and Sik) - 22/10/2023,123,Weather related,Flood,Flood,Pendang And Sik,100.4667,5.9833
Malaysia,2023,Malaysia: Flood - Selangor (Hulu Langat) - 23/10/2023,28,Weather related,Flood,Flood,Hulu Langat,101.7963,3.1114
Malaysia,2023,Malaysia: Flash flood - Negeri Sembilan (Kuala Pilah) - 22/10/2023,22,Weather related,Flood,Flood,Kuala Pilah,102.2487,2.7389
Malaysia,2023,Malaysia: Flood - Perak (6 Districts) - 23/10/2023,1067,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2023,Malaysia: Flood - Pahang (Raub) - 24/10/2023,8,Weather related,Flood,Flood,Raub,101.8569,3.7915
Malaysia,2023,Malaysia: Flood - Kedah (Baling and Bandar Baharu) - 27/10/2023,166,Weather related,Flood,Flood,Baling And Bandar Baharu,100.9169,5.6766
Malaysia,2023,Malaysia: Flood - Kedah (Kuala Muda) - 30/10/2023,110,Weather related,Flood,Flood,Kuala Muda,100.4833,5.65
Malaysia,2023,Malaysia: Flood - Selangor (5 Districts) - 03/11/2023,899,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2023,Malaysia: Flood - Kedah (Kubang Pasu and Kota Setar) - 13/11/2023,278,Weather related,Flood,Flood,Kubang Pasu And Kota Setar,100.419,6.2629
Malaysia,2023,Malaysia: Flood - Perlis (Perlis) - 14/11/2023,46,Weather related,Flood,Flood,Perlis,100.2048,6.4449
Malaysia,2023,Malaysia: Flood - Terengganu (7 Districts) - 20/11/2023,5289,Weather related,Flood,Flood,Kuala Terengganu,103.1408,5.3302
Malaysia,2023,Malaysia: Flood - Kelantan (6 Districts) - 21/11/2023,6947,Weather related,Flood,Flood,Kota Bharu,102.2381,6.1254
Malaysia,2023,Malaysia: Flood - Johor (Johor Bahru) - 01/12/2023,582,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2023,Malaysia: Flood - Selangor (Kuala Selangor) - 12/12/2023,196,Weather related,Flood,Flood,Kuala Selangor,101.2505,3.3361
Malaysia,2023,"Malaysia: Flood - Perak (Larut, Matang dan Selama) - 14/12/2023",20,Weather related,Flood,Flood,Larut,100.75,4.85
Malaysia,2023,Malaysia: Flood - Kelantan (9 Districts) - 01/12/2023,41584,Weather related,Flood,Flood,Kota Bharu,102.2381,6.1254
Malaysia,2023,Malaysia: Flood - Perak (Hilir Perak) - 16/12/2023,89,Weather related,Flood,Flood,Hilir Perak,100.9859,4.0041
Malaysia,2023,Malaysia: Flood - Johor (3 Districts) - 26/12/2023,237,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2023,Malaysia: Flood - Pahang (9 Districts) - 24/12/2023,1096,Weather related,Flood,Flood,Kuantan,103.3256,3.8126
Malaysia,2023,Malaysia: Flood - Selangor (Kuala Langat) - 24/12/2023,11,Weather related,Flood,Flood,Kuala Langat,101.5005,2.8136
Malaysia,2023,Malaysia: Flood - Negeri Sembilan (Seremban) - 24/12/2023,55,Weather related,Flood,Flood,Seremban,101.9378,2.7258
Malaysia,2023,Malaysia: Flood - Johor (Johor Bahru) - 01/11/2023,74,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2023,Malaysia: Flood - Pahang (Bentong) - 06/11/2023,17,Weather related,Flood,Flood,Bentong,101.9,3.5167
Malaysia,2023,Malaysia: Flood - Terengganu (7 Districts) - 14/12/2023,19380,Weather related,Flood,Flood,Kuala Terengganu,103.1408,5.3302
Malaysia,2023,Malaysia: Flood - Selangor (Klang) - 16/12/2023,23,Weather related,Flood,Flood,Klang,101.4456,3.0449
Malaysia,2023,Malaysia: Flood - Perak (Padang Terap) - 05/12/2023,31,Weather related,Flood,Flood,Padang Terap,100.6,6.25
Malaysia,2024,Malaysia: Flood - Johor (8 Districts) - 04/01/2024,12266,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2024,Malaysia: Flood - Pahang (3 Districts) - 06/01/2024,2583,Weather related,Flood,Flood,Kuantan,103.3256,3.8126
Malaysia,2024,Malaysia: Flood - Terengganu (6 Districts) - 23/01/2024,4499,Weather related,Flood,Flood,Kuala Terengganu,103.1408,5.3302
Malaysia,2024,Malaysia: Flood - Kelantan (4 Districts) - 24/01/2024,1000,Weather related,Flood,Flood,Kota Bharu,102.2381,6.1254
Malaysia,2024,Malaysia: Flood - Pahang (Kuantan and Rompin) - 24/01/2024,570,Weather related,Flood,Flood,Kuantan And Rompin,103.3256,3.8126
Malaysia,2024,Malaysia: Flood - Pahang (Raub) - 03/02/2024,136,Weather related,Flood,Flood,Raub,101.8569,3.7915
Malaysia,2024,Malaysia: Flood - Pahang (Temerloh) - 01/01/2024,10,Weather related,Flood,Flood,Temerloh,102.4176,3.4484
Malaysia,2024,Malaysia: Flood - Kuala Lumpur (Kuala Lumpur) - 09/03/2024,8,Weather related,Flood,Flood,Kuala Lumpur,101.6869,3.139
Malaysia,2024,Malaysia: Flood - Malacca (Alor Gajah and Melaka Tengah) - 15/04/2024,158,Weather related,Flood,Flood,Alor Gajah And Melaka Tengah,102.2,2.3833
Malaysia,2024,Malaysia: Flood - Negeri Sembilan (Port Dickson and Rembau) - 17/04/2024,77,Weather related,Flood,Flood,Port Dickson And Rembau,101.7958,2.5228
Malaysia,2024,"Malaysia: Flood - Selangor (Kuala Selangor, Petaling and Klang) - 17/04/2024",635,Weather related,Flood,Flood,Kuala Selangor,101.2505,3.3361
Malaysia,2024,Malaysia: Flood - Kedah (Kulim) - 17/05/2024,78,Weather related,Flood,Flood,Kulim,100.56,5.364
Malaysia,2024,"Malaysia: Flood - Perak (Hilir Perak, Kuala Kangsar, Taiping) - 17/05/2024",560,Weather related,Flood,Flood,Hilir Perak,100.9859,4.0041
Malaysia,2024,Malaysia: Flood - Perak (Perak Tengah) - 23/05/2024,130,Weather related,Flood,Flood,Perak Tengah,100.9022,4.3541
Malaysia,2024,Malaysia: Flood - Johor (Pontian) - 02/06/2024,3,Weather related,Flood,Flood,Pontian,103.3887,1.4883
Malaysia,2024,Malaysia: Flood - Negeri Sembilan (Port Dickson) - 12/05/2024,25,Weather related,Flood,Flood,Port Dickson,101.7958,2.5228
Malaysia,2024,Malaysia: Flood - Negeri Sembilan (Port Dickson) - 14/05/2024,24,Weather related,Flood,Flood,Port Dickson,101.7958,2.5228
Malaysia,2024,Malaysia: Flood - Selangor (Hulu Langat) - 09/05/2024,49,Weather related,Flood,Flood,Hulu Langat,101.7963,3.1114
Malaysia,2024,Malaysia: Flood - Johor (Pontian) - 21/06/2024,7,Weather related,Flood,Flood,Pontian,103.3887,1.4883
Malaysia,2024,Malaysia: Flood - Melaka (Alor Gajah) - 10/07/2024,28,Weather related,Flood,Flood,Alor Gajah,102.2,2.3833
Malaysia,2024,Malaysia: Flood - Perak (Muallim) - 04/08/2024,165,Weather related,Flood,Flood,Muallim,101.5303,3.8055
Malaysia,2024,Malaysia: Flood - Selangor (Hulu Selangor) - 05/08/2024,143,Weather related,Flood,Flood,Hulu Selangor,101.6508,3.5656
Malaysia,2024,Malaysia: Flood - Perak (Hulu Perak) - 11/08/2024,105,Weather related,Flood,Flood,Hulu Perak,101.3283,5.4287
Malaysia,2024,Malaysia: Flood - Melaka (Alor Gajah) - 11/08/2024,407,Weather related,Flood,Flood,Alor Gajah,102.2,2.3833
Malaysia,2024,"Malaysia: Flood - Negeri Sembilan (Port Dickson, Rembau) - 12/08/2024",68,Weather related,Flood,Flood,Port Dickson,101.7958,2.5228
Malaysia,2024,"Malaysia: Flood - Perak (Larut, Matang dan Selama) - 20/08/2024",9,Weather related,Flood,Flood,Larut,100.75,4.85
Malaysia,2024,Malaysia: Flood - Kedah (Kuala Muda) - 21/08/2024,84,Weather related,Flood,Flood,Kuala Muda,100.4833,5.65
Malaysia,2024,Malaysia: Flood - Negeri Sembilan (Port Dickson) - 24/08/2024,141,Weather related,Flood,Flood,Port Dickson,101.7958,2.5228
Malaysia,2024,"Malaysia: Flood - Perak (Muallim, Taiping, Larut, Matang dan Selama) - 24/08/2024",243,Weather related,Flood,Flood,Muallim,101.5303,3.8055
Malaysia,2024,"Malaysia: Flood - Selangor (Sepang, Kuala Langat, Kuala Selangor) - 24/08/2024",454,Weather related,Flood,Flood,Sepang,101.7501,2.6953
Malaysia,2024,Malaysia: Flood - Kedah (Kulim) - 08/09/2024,39,Weather related,Flood,Flood,Kulim,100.56,5.364
Malaysia,2024,Malaysia: Flood - Kedah (7 Districts) - 17/09/2024,9897,Weather related,Flood,Flood,Kota Setar,100.3672,6.1264
Malaysia,2024,"Malaysia: Flood - Pulau Pinang (Seberang Perai Selatan, Seberang Perai Tengah, Seberang Perai Utara) - 17/09/2024",661,Weather related,Flood,Flood,Seberang Perai Selatan,100.495,5.2
Malaysia,2024,Malaysia: Storm - Selangor (Gombak) - 18/09/2024,8,Weather related,Storm,Storm,Gombak,101.6667,3.2667
Malaysia,2024,"Malaysia: Flood - Perlis (Arau, Perlis) - 18/09/2024",114,Weather related,Flood,Flood,Arau,100.2667,6.4333
Malaysia,2024,Malaysia: Flood - Selangor (Kuala Selangor) - 19/09/2024,101,Weather related,Flood,Flood,Kuala Selangor,101.2505,3.3361
Malaysia,2024,Malaysia: Flood - Perak (Kerian) - 21/09/2024,29,Weather related,Flood,Flood,Kerian,100.5333,5.0167
Malaysia,2024,Malaysia: Flood - Selangor (Petaling) - 26/09/2024,89,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2024,Malaysia: Flood - Kedah (4 Districts) - 28/09/2024,1487,Weather related,Flood,Flood,Kota Setar,100.3672,6.1264
Malaysia,2024,Malaysia: Flood - Perak (8 Districts) - 01/10/2024,2716,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2024,Malaysia: Flood - Selangor (6 Districts) - 03/10/2024,1696,Weather related,Flood,Flood,Petaling,101.5901,3.109
Malaysia,2024,Malaysia: Flood - Kedah (6 Districts) - 04/10/2024,4776,Weather related,Flood,Flood,Kota Setar,100.3672,6.1264
Malaysia,2024,Malaysia: Flood - Johor (4 Districts) - 06/10/2024,772,Weather related,Flood,Flood,Johor Bahru,103.7414,1.4927
Malaysia,2024,Malaysia: Flood - Melaka (Jasin) - 07/10/2024,262,Weather related,Flood,Flood,Jasin,102.4316,2.3115
Malaysia,2024,"Malaysia: Flood - Perlis (Arau, Perlis) - 08/10/2024",1154,Weather related,Flood,Flood,Arau,100.2667,6.4333
Malaysia,2024,Malaysia: Landslide - Pahang (Cameron Highlands) - 10/10/2024,70,Weather related,Mass Movement,Landslide/Wet mass movement,Cameron Highlands,101.3801,4.4716
Malaysia,2024,Malaysia: Flood - Pahang (Temerloh) - 13/10/2024,1795,Weather related,Flood,Flood,Temerloh,102.4176,3.4484
Malaysia,2024,Malaysia: Flood - Selangor (Hulu Langat) - 08/11/2024,10,Weather related,Flood,Flood,Hulu Langat,101.7963,3.1114
Malaysia,2024,"Malaysia: Flood - Pahang (Raub, Lipis) - 10/11/2024",453,Weather related,Flood,Flood,Raub,101.8569,3.7915
Malaysia,2024,Malaysia: Flood - Negeri Sembilan (Kuala Pilah) - 17/11/2024,44,Weather related,Flood,Flood,Kuala Pilah,102.2487,2.7389
Malaysia,2024,Malaysia: Flood - Terengganu (8 Districts) - 19/11/2024,54256,Weather related,Flood,Flood,Kuala Terengganu,103.1408,5.3302
Malaysia,2024,Malaysia: Flood - Perak (7 Districts) - 22/11/2024,939,Weather related,Flood,Flood,Kinta,101.0772,4.3879
Malaysia,2024,Malaysia: Flood - Kelantan (10 Districts) - 22/11/2024,101319,Weather related,Flood,Flood,Kota Bharu,102.2381,6.1254
Malaysia,2024,"Malaysia: Flood - Melaka (Melaka Tengah, Jasin, Alor Gajah) - 23/11/2024",605,Weather related,Flood,Flood,Melaka Tengah,102.2341,2.2289
Malaysia,2024,Malaysia: Flood - Selangor (Kuala Langat) - 23/11/2024,8,Weather related,Flood,Flood,Kuala Langat,101.5005,2.8136
Malaysia,2024,"Malaysia: Flood - Johor (Segamat, Tangkak, Batu Pahat) - 23/11/2024",1509,Weather related,Flood,Flood,Segamat,102.8158,2.5147
Malaysia,2024,Malaysia: Flood - Kedah (7 Districts) - 27/11/2024,10012,Weather related,Flood,Flood,Kota Setar,100.3672,6.1264
Malaysia,2024,Malaysia: Flood - Perlis (Perlis) - 27/11/2024,496,Weather related,Flood,Flood,Perlis,100.2048,6.4449
Malaysia,2024,Malaysia: Flood - Negeri Sembilan (4 Districts) - 29/11/2024,2164,Weather related,Flood,Flood,Seremban,101.9378,2.7258
Malaysia,2024,Malaysia: Flood - Selangor (Klang) - 29/11/2024,487,Weather related,Flood,Flood,Klang,101.4456,3.0449
Malaysia,2024,Malaysia: Flood - Pahang (6 Districts) - 01/12/2024,1892,Weather related,Flood,Flood,Kuantan,103.3256,3.8126
Malaysia,2024,"Malaysia: Flood - Terengganu (Kemaman, Dungun) - 10/12/2024",5198,Weather related,Flood,Flood,Kemaman,103.3333,4.2333
Malaysia,2024,Malaysia: Flood - Kelantan (Gua Musang) - 10/12/2024,288,Weather related,Flood,Flood,Gua Musang,101.9638,4.8823
Malaysia,2024,Malaysia: Flood - Pahang (4 Districts) - 10/12/2024,220,Weather related,Flood,Flood,Kuantan,103.3256,3.8126
Malaysia,2024,"Malaysia: Flood - Pahang (Lipis, Raub) - 25/12/2024",67,Weather related,Flood,Flood,Lipis,102.0534,4.1842
Malaysia,2024,"Malaysia: Flood - Kelantan (Tanah Merah, Kuala Krai, Pasir Mas) - 29/12/2024",611,Weather related,Flood,Flood,Tanah Merah,102.15,5.8
Malaysia,2024,"Malaysia: Flood - Terengganu (Hulu Terengganu, Besut) - 29/12/2024",156,Weather related,Flood,Flood,Hulu Terengganu,102.9167,5.0833
